行号	实体id	需要哪个官方表的哪一列/公式	我们这边的来源(文件:行 或 "空")	判据
4742	tbl:Skill(150 id)|id=12	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:13	公式求值相等
4743	tbl:Skill(150 id)|id=13	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:14	公式求值相等
4744	tbl:Skill(150 id)|id=14	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:15	公式求值相等
4745	tbl:Skill(150 id)|id=15	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:16	公式求值相等
4746	tbl:Skill(150 id)|id=16	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:17	公式求值相等
4747	tbl:Skill(150 id)|id=17	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:18	公式求值相等
4748	tbl:Skill(150 id)|id=18	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:19	公式求值相等
4749	tbl:Skill(150 id)|id=19	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:20	公式求值相等
4750	tbl:Skill(150 id)|id=20	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:21	公式求值相等
4751	tbl:Skill(150 id)|id=21	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:22	公式求值相等
4752	tbl:Skill(150 id)|id=22	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:23	公式求值相等
4753	tbl:Skill(150 id)|id=23	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:24	公式求值相等
4754	tbl:Skill(150 id)|id=24	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:25	公式求值相等
4755	tbl:Skill(150 id)|id=25	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:26	公式求值相等
4756	tbl:Skill(150 id)|id=26	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:27	公式求值相等
4757	tbl:Skill(150 id)|id=27	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:28	公式求值相等
4758	tbl:Skill(150 id)|id=28	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:29	公式求值相等
4759	tbl:Skill(150 id)|id=29	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:30	公式求值相等
