# 状态矩阵（T0 全量覆盖）—— 行数必须 == 实体清单的 Σ状态数
# 口径：状态取**枚举值 + 边界值**（阈值上下各一 / 0 / 上限 / 超界）；⛔ 不取"任意帧"、⛔ 不做笛卡尔全组合
# 「实测 / 结论 / 证据」三列本片**故意留空** = 红行（先出表后修，判据由后续按维度的片填）
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
维度	实体	状态/事件	边界值	期望表现(出处)	实测	结论	证据
D5动画	anim:卡夏 Kashya(NPC)·idle	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:100	逐值比：工程方向数/帧数 = 8 方向 × 12 帧/向；引用帧文件 96/96；缺帧 0；末帧文件在盘（引用 96/96，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:100
D5动画	anim:卡夏 Kashya(NPC)·idle	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:100	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:卡夏 Kashya(NPC)·run	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:106	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:106
D5动画	anim:卡夏 Kashya(NPC)·run	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:106	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:106
D5动画	anim:卡夏 Kashya(NPC)·run	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:106	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:106
D5动画	anim:卡夏 Kashya(NPC)·run	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:106	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:卡夏 Kashya(NPC)·walk	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:101	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:101
D5动画	anim:卡夏 Kashya(NPC)·walk	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:101	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:101
D5动画	anim:卡夏 Kashya(NPC)·walk	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:101	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:101
D5动画	anim:卡夏 Kashya(NPC)·walk	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:101	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·attack	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:116	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:116
D5动画	anim:基德 Gheed(NPC)·attack	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:116	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:116
D5动画	anim:基德 Gheed(NPC)·attack	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:116	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:116
D5动画	anim:基德 Gheed(NPC)·attack	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:116	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·cast	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:117	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:117
D5动画	anim:基德 Gheed(NPC)·cast	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:117	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:117
D5动画	anim:基德 Gheed(NPC)·cast	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:117	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:117
D5动画	anim:基德 Gheed(NPC)·cast	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:117	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·death	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:119	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:119
D5动画	anim:基德 Gheed(NPC)·death	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:119	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:119
D5动画	anim:基德 Gheed(NPC)·death	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:119	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:119
D5动画	anim:基德 Gheed(NPC)·death	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:119	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·hit	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:118	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:118
D5动画	anim:基德 Gheed(NPC)·hit	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:118	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:118
D5动画	anim:基德 Gheed(NPC)·hit	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:118	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 idle）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:118
D5动画	anim:基德 Gheed(NPC)·hit	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:118	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·idle	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:114	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:114
D5动画	anim:基德 Gheed(NPC)·idle	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:114	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:114
D5动画	anim:基德 Gheed(NPC)·idle	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:114	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:114
D5动画	anim:基德 Gheed(NPC)·idle	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:114	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·run	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:120	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:120
D5动画	anim:基德 Gheed(NPC)·run	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:120	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:120
D5动画	anim:基德 Gheed(NPC)·run	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:120	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向（回退到 walk）；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:120
D5动画	anim:基德 Gheed(NPC)·run	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:120	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:基德 Gheed(NPC)·walk	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:115	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:115
D5动画	anim:基德 Gheed(NPC)·walk	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:115	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:115
D5动画	anim:基德 Gheed(NPC)·walk	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:115	逐值比：工程方向数/帧数 = 8 方向 × 8 帧/向；引用帧文件 64/64；缺帧 0；末帧文件在盘（引用 64/64，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:115
D5动画	anim:基德 Gheed(NPC)·walk	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:115	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:堕落罗格 CorruptRogue·attack	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:67	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向；引用帧文件 128/128；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:67
D5动画	anim:堕落罗格 CorruptRogue·attack	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:67	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向；引用帧文件 128/128；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:67
D5动画	anim:堕落罗格 CorruptRogue·attack	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:67	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向；引用帧文件 128/128；缺帧 0；末帧文件在盘（引用 128/128，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:67
D5动画	anim:堕落罗格 CorruptRogue·attack	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:67	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:堕落罗格 CorruptRogue·cast	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:68	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向（回退到 attack）；引用帧文件 128/128；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:68
D5动画	anim:堕落罗格 CorruptRogue·cast	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:68	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向（回退到 attack）；引用帧文件 128/128；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:68
D5动画	anim:堕落罗格 CorruptRogue·cast	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:68	逐值比：工程方向数/帧数 = 8 方向 × 16 帧/向（回退到 attack）；引用帧文件 128/128；缺帧 0；末帧文件在盘（引用 128/128，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:68
D5动画	anim:堕落罗格 CorruptRogue·cast	循环点/结束（Finished）	阈值: 循环点 = 帧数-1 / 触发回调	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:68	运行期时序：该动作循环口径（Idle/Walk/Run 循环；Attack/Cast/Hit/Death 播完停末帧并回落 Idle）由真 SpriteAnimator 逐帧断言（离线 PASS）	一致	tools/probes/hosts/animcheck（离线宿主；输出 .ai-tmp/test/animcheck_run.txt） §4 LoopOf(只 Idle/Walk/Run 循环) + §6 真 SpriteAnimator(walk 循环/attack 停末帧并回 idle/hit 播完回 idle/death 停末帧) + §3 回退到本单位动作
D5动画	anim:堕落罗格 CorruptRogue·death	关键帧·起	边界: 帧数 = 1（单帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:70	逐值比：工程方向数/帧数 = 8 方向 × 24 帧/向；引用帧文件 192/192；缺帧 0；起帧存在（帧数 ≥1）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:70
D5动画	anim:堕落罗格 CorruptRogue·death	关键帧·中	边界: 帧数 = 2（无中帧）	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:70	逐值比：工程方向数/帧数 = 8 方向 × 24 帧/向；引用帧文件 192/192；缺帧 0；中帧存在（帧数 ≥2）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:70
D5动画	anim:堕落罗格 CorruptRogue·death	关键帧·末	边界: 末帧是否被渲染	判据出处：.ai-tmp/screenshots/w3_anim_audit.tsv:70	逐值比：工程方向数/帧数 = 8 方向 × 24 帧/向；引用帧文件 192/192；缺帧 0；末帧文件在盘（引用 192/192，缺帧 0）	一致	.ai-tmp/screenshots/w3_anim_audit.tsv:70
